"default.res","default.nb_it","default.error"
37445.1226618049,533,2.2263780599553e-16
37497.0273972663,533,2.2263780599553e-16
37501.0094710712,533,2.2263780599553e-16
37395.8246159278,533,2.2263780599553e-16
37406.5423713019,533,2.2263780599553e-16
37439.247165348,533,2.2263780599553e-16
37361.7476785414,533,2.2263780599553e-16
37437.6555874409,533,2.2263780599553e-16
37368.9959652233,533,2.2263780599553e-16
37514.1997355128,533,2.2263780599553e-16
37461.5577545742,533,2.2263780599553e-16
37506.2691252405,533,2.2263780599553e-16
37506.4182134365,533,2.2263780599553e-16
37376.2674399848,533,2.2263780599553e-16
37524.1439749613,533,2.2263780599553e-16
37415.8107126461,533,2.2263780599553e-16
37440.825323428,533,2.2263780599553e-16
37525.9925658903,533,2.2263780599553e-16
37453.405676324,533,2.2263780599553e-16
37346.7339607668,533,2.2263780599553e-16
37522.6810528195,533,2.2263780599553e-16
37471.8317501396,533,2.2263780599553e-16
37383.5140247443,533,2.2263780599553e-16
37497.3561368833,533,2.2263780599553e-16
37405.1561161358,533,2.2263780599553e-16
37523.8219683794,533,2.2263780599553e-16
37394.4693615132,533,2.2263780599553e-16
37520.758697164,533,2.2263780599553e-16
37412.4975780077,533,2.2263780599553e-16
37473.2976778838,533,2.2263780599553e-16
37523.4966494873,533,2.2263780599553e-16
37509.8004997053,533,2.2263780599553e-16
37522.3329706261,533,2.2263780599553e-16
37462.7491174446,533,2.2263780599553e-16
37391.9186702847,533,2.2263780599553e-16
37523.559870451,533,2.2263780599553e-16
37520.5608775938,533,2.2263780599553e-16
37515.642993442,533,2.2263780599553e-16
37400.5021377165,533,2.2263780599553e-16
37371.7668202217,533,2.2263780599553e-16
37495.2288886031,533,2.2263780599553e-16
37441.6154029504,533,2.2263780599553e-16
37467.6649058659,533,2.2263780599553e-16
37460.6791650723,533,2.2263780599553e-16
37512.7150142165,533,2.2263780599553e-16
37455.832786092,533,2.2263780599553e-16
37484.6261524692,533,2.2263780599553e-16
37521.7708474403,533,2.2263780599553e-16
37514.5910498972,533,2.2263780599553e-16
37517.9834296113,533,2.2263780599553e-16
37524.6106771678,533,2.2263780599553e-16
37498.6575310819,533,2.2263780599553e-16
37523.9162483145,533,2.2263780599553e-16
37474.3724554284,533,2.2263780599553e-16
37500.813219688,533,2.2263780599553e-16
37507.7802615076,533,2.2263780599553e-16
37450.3401148664,533,2.2263780599553e-16
37448.2659017611,533,2.2263780599553e-16
37492.0277117143,533,2.2263780599553e-16
37410.5049057033,533,2.2263780599553e-16
37469.0370416459,533,2.2263780599553e-16
37425.58972292,533,2.2263780599553e-16
37524.1572571982,533,2.2263780599553e-16
37471.2062395613,533,2.2263780599553e-16
37419.9415078225,533,2.2263780599553e-16
37480.5257565585,533,2.2263780599553e-16
37429.7646933115,533,2.2263780599553e-16
37497.2598621609,533,2.2263780599553e-16
37511.018770417,533,2.2263780599553e-16
37511.3499007757,533,2.2263780599553e-16
37372.4283079529,533,2.2263780599553e-16
37518.3960151385,533,2.2263780599553e-16
37397.1319674115,533,2.2263780599553e-16
37518.0705502137,533,2.2263780599553e-16
37502.7493717328,533,2.2263780599553e-16
37525.8641440186,533,2.2263780599553e-16
37419.3376872715,533,2.2263780599553e-16
37386.3059112459,533,2.2263780599553e-16
37414.2486146724,533,2.2263780599553e-16
37509.5014098813,533,2.2263780599553e-16
37521.1449274921,533,2.2263780599553e-16
37523.3528679015,533,2.2263780599553e-16
37501.7911041984,533,2.2263780599553e-16
37377.7006768926,533,2.2263780599553e-16
37472.2938018922,533,2.2263780599553e-16
37503.9939473278,533,2.2263780599553e-16
37504.4891912954,533,2.2263780599553e-16
37397.0454940844,533,2.2263780599553e-16
37527.1338047281,533,2.2263780599553e-16
37513.1947856385,533,2.2263780599553e-16
37502.6901014566,533,2.2263780599553e-16
37508.8147521017,533,2.2263780599553e-16
37442.2901075512,533,2.2263780599553e-16
37413.3976098183,533,2.2263780599553e-16
37520.2290739787,533,2.2263780599553e-16
37519.6861237877,533,2.2263780599553e-16
37381.9399297101,533,2.2263780599553e-16
37514.2076793459,533,2.2263780599553e-16
37449.3299173212,533,2.2263780599553e-16
37521.0700675099,533,2.2263780599553e-16
37441.4525460984,533,2.2263780599553e-16
37500.5580529429,533,2.2263780599553e-16
37510.8096872254,533,2.2263780599553e-16
37485.491102832,533,2.2263780599553e-16
37526.0006274482,533,2.2263780599553e-16
37447.9561961583,533,2.2263780599553e-16
37431.8467138038,533,2.2263780599553e-16
37520.0618623806,533,2.2263780599553e-16
37513.91846824,533,2.2263780599553e-16
37522.0270611045,533,2.2263780599553e-16
37378.9629958287,533,2.2263780599553e-16
37538.2332984439,533,2.2263780599553e-16
37463.471421037,533,2.2263780599553e-16
37331.5551095063,533,2.2263780599553e-16
37496.1145934394,533,2.2263780599553e-16
37523.5778065406,533,2.2263780599553e-16
37412.7248116545,533,2.2263780599553e-16
37521.293904597,533,2.2263780599553e-16
37398.0350599975,533,2.2263780599553e-16
37520.1873168285,533,2.2263780599553e-16
37449.4791751164,533,2.2263780599553e-16
37372.4779605571,533,2.2263780599553e-16
37374.0545143726,533,2.2263780599553e-16
37525.4855644007,533,2.2263780599553e-16
37423.5305051817,533,2.2263780599553e-16
37460.7549124265,533,2.2263780599553e-16
37525.2285618063,533,2.2263780599553e-16
37433.19211462,533,2.2263780599553e-16
37414.3535993598,533,2.2263780599553e-16
37505.8638768678,533,2.2263780599553e-16
37512.1977165467,533,2.2263780599553e-16
37398.7049581068,533,2.2263780599553e-16
37481.8326364037,533,2.2263780599553e-16
37445.9091683749,533,2.2263780599553e-16
37385.4497128591,533,2.2263780599553e-16
37515.4117316887,533,2.2263780599553e-16
37521.580005658,533,2.2263780599553e-16
37436.3158856593,533,2.2263780599553e-16
37387.0536234854,533,2.2263780599553e-16
37450.1481637631,533,2.2263780599553e-16
37473.8318404555,533,2.2263780599553e-16
37526.9813912117,533,2.2263780599553e-16
37405.9573263188,533,2.2263780599553e-16
37504.8010426066,533,2.2263780599553e-16
37511.1055752454,533,2.2263780599553e-16
37465.1321047495,533,2.2263780599553e-16
37452.5823824183,533,2.2263780599553e-16
37511.7208962401,533,2.2263780599553e-16
37395.0933024657,533,2.2263780599553e-16
37426.3205908519,533,2.2263780599553e-16
37522.4212208835,533,2.2263780599553e-16
37484.2239843286,533,2.2263780599553e-16
37527.6764055925,533,2.2263780599553e-16
37485.3817138493,533,2.2263780599553e-16
37364.3518844687,533,2.2263780599553e-16
37434.318604207,533,2.2263780599553e-16
37457.0238729517,533,2.2263780599553e-16
37523.4141638513,533,2.2263780599553e-16
37382.1080090136,533,2.2263780599553e-16
37391.8869395271,533,2.2263780599553e-16
37525.7412775949,533,2.2263780599553e-16
37405.3455312528,533,2.2263780599553e-16
37499.0061218093,533,2.2263780599553e-16
37519.8863490573,533,2.2263780599553e-16
37461.367539671,533,2.2263780599553e-16
37501.4519512057,533,2.2263780599553e-16
37505.9079717152,533,2.2263780599553e-16
37443.3203865064,533,2.2263780599553e-16
37527.5028235598,533,2.2263780599553e-16
37444.4364300589,533,2.2263780599553e-16
37526.2735976716,533,2.2263780599553e-16
37513.7916414805,533,2.2263780599553e-16
37444.0056391765,533,2.2263780599553e-16
37523.7307819712,533,2.2263780599553e-16
37479.3578645351,533,2.2263780599553e-16
37490.4198052663,533,2.2263780599553e-16
37521.4306666931,533,2.2263780599553e-16
37407.5995005584,533,2.2263780599553e-16
37264.2423893477,533,2.2263780599553e-16
37426.1732025595,533,2.2263780599553e-16
37476.4748485382,533,2.2263780599553e-16
37440.8581478653,533,2.2263780599553e-16
37468.1018972075,533,2.2263780599553e-16
37422.3877074761,533,2.2263780599553e-16
37522.621469414,533,2.2263780599553e-16
37513.9663900748,533,2.2263780599553e-16
37525.8516987846,533,2.2263780599553e-16
37520.7628531585,533,2.2263780599553e-16
37515.5119092619,533,2.2263780599553e-16
37481.3583475407,533,2.2263780599553e-16
37368.1299938862,533,2.2263780599553e-16
37532.989628879,533,2.2263780599553e-16
37527.5495555866,533,2.2263780599553e-16
37511.6350474536,533,2.2263780599553e-16
37484.7181141313,533,2.2263780599553e-16
37442.6961052963,533,2.2263780599553e-16
37442.5339600953,533,2.2263780599553e-16
37458.6955859417,533,2.2263780599553e-16
37416.0938244892,533,2.2263780599553e-16
37512.0677372436,533,2.2263780599553e-16
37400.3927988239,533,2.2263780599553e-16
37435.3071614412,533,2.2263780599553e-16
37389.4856263864,533,2.2263780599553e-16
37440.964882359,533,2.2263780599553e-16
37512.1962199593,533,2.2263780599553e-16
37498.5294980155,533,2.2263780599553e-16
37439.7729272997,533,2.2263780599553e-16
37522.2070888691,533,2.2263780599553e-16
37419.0372009728,533,2.2263780599553e-16
37524.8778202697,533,2.2263780599553e-16
37459.9586415192,533,2.2263780599553e-16
37526.2590731993,533,2.2263780599553e-16
37505.0965803167,533,2.2263780599553e-16
37470.2029375703,533,2.2263780599553e-16
37491.6729057248,533,2.2263780599553e-16
37525.2567200569,533,2.2263780599553e-16
37465.7168172703,533,2.2263780599553e-16
37497.4822592595,533,2.2263780599553e-16
37510.9371340281,533,2.2263780599553e-16
37458.8385893975,533,2.2263780599553e-16
37524.5138954131,533,2.2263780599553e-16
37468.0291390717,533,2.2263780599553e-16
37442.170625287,533,2.2263780599553e-16
37451.0421883422,533,2.2263780599553e-16
37432.244688654,533,2.2263780599553e-16
37472.2598699323,533,2.2263780599553e-16
37525.0425553442,533,2.2263780599553e-16
37399.9342278548,533,2.2263780599553e-16
37525.0324718724,533,2.2263780599553e-16
37527.5218593387,533,2.2263780599553e-16
37420.7614095877,533,2.2263780599553e-16
37472.6324021617,533,2.2263780599553e-16
37459.7558325552,533,2.2263780599553e-16
37474.0006672201,533,2.2263780599553e-16
37090.4761225869,533,2.2263780599553e-16
37406.9385314818,533,2.2263780599553e-16
37508.5265208022,533,2.2263780599553e-16
37522.4399818654,533,2.2263780599553e-16
37464.5669838023,533,2.2263780599553e-16
37517.4937386238,533,2.2263780599553e-16
37525.7703205831,533,2.2263780599553e-16
37333.6308660271,533,2.2263780599553e-16
37444.7447455465,533,2.2263780599553e-16
37385.9435530991,533,2.2263780599553e-16
37525.2381569155,533,2.2263780599553e-16
37394.704632485,533,2.2263780599553e-16
37515.1656318925,533,2.2263780599553e-16
37384.1167076578,533,2.2263780599553e-16
37385.7745357219,533,2.2263780599553e-16
37513.1405112509,533,2.2263780599553e-16
37475.4378078648,533,2.2263780599553e-16
37416.8001816594,533,2.2263780599553e-16
37440.297549986,533,2.2263780599553e-16
37524.44440024,533,2.2263780599553e-16
37512.6479556216,533,2.2263780599553e-16
37450.9378006901,533,2.2263780599553e-16
37380.0424252956,533,2.2263780599553e-16
37424.1674238631,533,2.2263780599553e-16
37345.6336360506,533,2.2263780599553e-16
37376.0706370522,533,2.2263780599553e-16
37520.7632206959,533,2.2263780599553e-16
37524.5601190888,533,2.2263780599553e-16
37511.6860692712,533,2.2263780599553e-16
37426.948839735,533,2.2263780599553e-16
37512.3464710168,533,2.2263780599553e-16
37451.3388042684,533,2.2263780599553e-16
37390.367416847,533,2.2263780599553e-16
37526.7810603684,533,2.2263780599553e-16
37449.3901026878,533,2.2263780599553e-16
37454.588184648,533,2.2263780599553e-16
37522.9945155411,533,2.2263780599553e-16
37530.8023173745,533,2.2263780599553e-16
37523.6370979698,533,2.2263780599553e-16
37498.1180722925,533,2.2263780599553e-16
37525.7128419075,533,2.2263780599553e-16
37398.0858700271,533,2.2263780599553e-16
37520.9327757163,533,2.2263780599553e-16
37475.9538410126,533,2.2263780599553e-16
37389.3296129032,533,2.2263780599553e-16
37406.0821219836,533,2.2263780599553e-16
37493.6271318556,533,2.2263780599553e-16
37523.1407412042,533,2.2263780599553e-16
37461.5724942129,533,2.2263780599553e-16
37468.6028311957,533,2.2263780599553e-16
37523.6933133621,533,2.2263780599553e-16
37520.3339855552,533,2.2263780599553e-16
37451.0193170649,533,2.2263780599553e-16
37420.7661140709,533,2.2263780599553e-16
37522.7004007081,533,2.2263780599553e-16
37462.8562122588,533,2.2263780599553e-16
37396.9393176411,533,2.2263780599553e-16
37474.8518583747,533,2.2263780599553e-16
37405.3476167156,533,2.2263780599553e-16
37508.2703153773,533,2.2263780599553e-16
37523.8147733565,533,2.2263780599553e-16
37414.016893834,533,2.2263780599553e-16
37524.1589393556,533,2.2263780599553e-16
37389.6578859543,533,2.2263780599553e-16
37428.2241178481,533,2.2263780599553e-16
37501.9540837466,533,2.2263780599553e-16
37493.8535773014,533,2.2263780599553e-16
37470.7167347314,533,2.2263780599553e-16
37434.5864022281,533,2.2263780599553e-16
37450.4008054624,533,2.2263780599553e-16
37510.8687082399,533,2.2263780599553e-16
37490.0305550528,533,2.2263780599553e-16
37371.2433167362,533,2.2263780599553e-16
37385.3162153785,533,2.2263780599553e-16
37389.855025771,533,2.2263780599553e-16
37519.3422467982,533,2.2263780599553e-16
37396.6957118871,533,2.2263780599553e-16
37496.8852083711,533,2.2263780599553e-16
37512.305345895,533,2.2263780599553e-16
37457.5541106642,533,2.2263780599553e-16
37260.9560769344,533,2.2263780599553e-16
37479.5733282699,533,2.2263780599553e-16
37524.5620564223,533,2.2263780599553e-16
37524.1993138739,533,2.2263780599553e-16
37506.0084396949,533,2.2263780599553e-16
37524.6453146552,533,2.2263780599553e-16
37516.3284009541,533,2.2263780599553e-16
37522.75218788,533,2.2263780599553e-16
37465.7270795557,533,2.2263780599553e-16
37390.4878646009,533,2.2263780599553e-16
37508.1244243031,533,2.2263780599553e-16
37517.1980403143,533,2.2263780599553e-16
37520.4159066804,533,2.2263780599553e-16
37471.4294279738,533,2.2263780599553e-16
37417.5886048404,533,2.2263780599553e-16
37512.0362453907,533,2.2263780599553e-16
37394.9524241734,533,2.2263780599553e-16
37477.6115649991,533,2.2263780599553e-16
37391.5406906128,533,2.2263780599553e-16
37464.9516920463,533,2.2263780599553e-16
37503.698886368,533,2.2263780599553e-16
37384.5651232602,533,2.2263780599553e-16
37368.1350878078,533,2.2263780599553e-16
37466.7380037753,533,2.2263780599553e-16
37501.733634136,533,2.2263780599553e-16
37415.2278417159,533,2.2263780599553e-16
37416.8467712328,533,2.2263780599553e-16
37484.0969196361,533,2.2263780599553e-16
37447.6433453668,533,2.2263780599553e-16
37486.0213178735,533,2.2263780599553e-16
37393.6049229293,533,2.2263780599553e-16
37453.0341029213,533,2.2263780599553e-16
37524.6926246264,533,2.2263780599553e-16
37448.7567081477,533,2.2263780599553e-16
37433.1275857577,533,2.2263780599553e-16
37520.8354849906,533,2.2263780599553e-16
37452.0890240107,533,2.2263780599553e-16
37478.2557734023,533,2.2263780599553e-16
37522.3517128297,533,2.2263780599553e-16
37524.4304246655,533,2.2263780599553e-16
37505.6822260876,533,2.2263780599553e-16
37380.0519125419,533,2.2263780599553e-16
37432.2038188905,533,2.2263780599553e-16
37520.8836313468,533,2.2263780599553e-16
37385.4837265963,533,2.2263780599553e-16
37486.2908687211,533,2.2263780599553e-16
37523.4050432745,533,2.2263780599553e-16
37375.6208689671,533,2.2263780599553e-16
37462.3395667488,533,2.2263780599553e-16
37471.8325879826,533,2.2263780599553e-16
37503.96933308,533,2.2263780599553e-16
37524.0758552938,533,2.2263780599553e-16
37411.2285089683,533,2.2263780599553e-16
37460.0932247496,533,2.2263780599553e-16
37451.8614613785,533,2.2263780599553e-16
37492.8135641432,533,2.2263780599553e-16
37426.536722856,533,2.2263780599553e-16
37485.8077647101,533,2.2263780599553e-16
37454.1686979068,533,2.2263780599553e-16
37484.7217707527,533,2.2263780599553e-16
37405.0592970273,533,2.2263780599553e-16
37523.0367027255,533,2.2263780599553e-16
37520.9232343631,533,2.2263780599553e-16
37524.1801351656,533,2.2263780599553e-16
37409.1872732102,533,2.2263780599553e-16
37451.5689723175,533,2.2263780599553e-16
37359.861990868,533,2.2263780599553e-16
37523.3595655025,533,2.2263780599553e-16
37445.0506399689,533,2.2263780599553e-16
37514.8328672993,533,2.2263780599553e-16
37450.8161248118,533,2.2263780599553e-16
37521.3611446233,533,2.2263780599553e-16
37449.6008953604,533,2.2263780599553e-16
37516.1313437191,533,2.2263780599553e-16
37522.6925408636,533,2.2263780599553e-16
37376.7965829574,533,2.2263780599553e-16
37522.2773157323,533,2.2263780599553e-16
37422.4429982189,533,2.2263780599553e-16
37385.2894339411,533,2.2263780599553e-16
37506.3672254774,533,2.2263780599553e-16
37490.0086839446,533,2.2263780599553e-16
37401.4147725047,533,2.2263780599553e-16
37523.5006566324,533,2.2263780599553e-16
37521.4133654211,533,2.2263780599553e-16
37522.1139305531,533,2.2263780599553e-16
37414.9783550404,533,2.2263780599553e-16
37475.7898474834,533,2.2263780599553e-16
37520.9237138878,533,2.2263780599553e-16
37433.5120964851,533,2.2263780599553e-16
37493.4267026088,533,2.2263780599553e-16
37497.3892918407,533,2.2263780599553e-16
37446.4899892671,533,2.2263780599553e-16
37523.1552989163,533,2.2263780599553e-16
